attribute,wrong_val,correct_val
6540.measurecode,SC**IP-I*N*F*-4,SCIP-INF-4
779.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Heart Attack Patients Given Aspirin at Discharge
2680.state,***A**K,AK
1305.providernumber,10018,10073
5894.emergencyservice,****N*o,No
4559.emergencyservice,*N****o,No
1627.providernumber,10018,10101
431.providernumber,10018,10164
1965.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)
1960.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Heart Failure Patients Given Smoking Cessation Advice/Counseling
2701.state,****A*K,AK
732.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)
5904.hospitaltype,Ac**ute Ca*re - VA Medi*cal Cen*ter,Acute Care - VA Medical Center
2483.phonenumber,*205*5*5420**00,2055542000
35.stateavg,AK_PN-7,AL_PN-6
4562.emergencyservice,***N**o,No
1355.providernumber,10018,10079
1647.providernumber,10018,10102
2490.phonenumber,20**5*55*42*000,2055542000
19.stateavg,AK_PN-7,AL_HF-4
2812.state,*A****K,AK
724.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Heart Failure Patients Given Discharge Instructions
1910.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Heart Failure Patients Given Smoking Cessation Advice/Counseling
703.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Pneumonia Patients Assessed and Given Pneumococcal Vaccination
2495.phonenumber,*2*0**5*5542000,2055542000
4553.hospitalname,VA NORTHERN ARIZ*ON*A H*EALTHCAR*E S*YSTEM,VA NORTHERN ARIZONA HEALTHCARE SYSTEM
1657.providernumber,10018,10102
9421.hospitaltype,Acute** Ca*r*e H*ospitals,Acute Care Hospitals
1335.providernumber,10018,10079
4502.hospitalname,PHOE*NIX V**A MEDICAL CENTE**R,PHOENIX VA MEDICAL CENTER
1666.condition,*Surg*ical Infect***ion Prevention,Surgical Infection Prevention
5874.emergencyservice,**N***o,No
1932.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Heart Failure Patients Given Discharge Instructions
2469.hospitaltype,Acute C*a*re - V*A *Me*dical Center,Acute Care - VA Medical Center
9411.hospitaltype,Acut*e Care H**osp*ita*ls,Acute Care Hospitals
4504.phonenumber,6*0*22*22*64*44,6022226444
9542.hospitaltype,Acu**te *Care Hos*pital*s,Acute Care Hospitals
6111.measurecode,S*CIP-I**NF*-*4,SCIP-INF-4
2652.state,*A****K,AK
1660.providernumber,10018,10102
2871.condition,Hea*r*t Att***ack,Heart Attack
2666.state,*****AK,AK
5030.providernumber,10018,40014
4554.emergencyservice,****N*o,No
6490.measurecode,*S**CIP-**INF-4,SCIP-INF-4
2785.state,*****AK,AK
927.condition,Su*rgic*al Infe*ct*ion P*revention,Surgical Infection Prevention
4514.hospitalname,PHO*E*NIX* VA ME*D*ICAL CENTER,PHOENIX VA MEDICAL CENTER
2251.hospitalname,CALLAHAN EYE FOUNDATION HOSPITAL,BIRMINGHAM VA MEDICAL CENTER
9528.hospitaltype,A**cute Car*e H*ospit*als,Acute Care Hospitals
4507.phonenumber,6*0*2222*644**4,6022226444
2639.state,***A**K,AK
1923.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries
1353.providernumber,10018,10079
5175.measurecode,SCI*P-I**NF-**4,SCIP-INF-4
2055.emergencyservice,*****No,No
696.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Heart Attack Patients Given Beta Blocker at Discharge
1981.stateavg,AL_SCIP-CARD-2,AL_AMI-8A
1941.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Pneumonia Patients Assessed and Given Influenza Vaccination
2669.state,A*****K,AK
2706.state,****A*K,AK
2765.state,***A**K,AK
2464.hospitaltype,Acu*te Care - VA *M**edical* Center,Acute Care - VA Medical Center
5865.hospitalname,FAYET*TEVILLE *AR VA MEDICA*L CEN*T*ER,FAYETTEVILLE AR VA MEDICAL CENTER
4509.phonenumber,60*22*2**264*44,6022226444
771.condition,Surgical In*f*ection **Pr*evention,Surgical Infection Prevention
2746.state,**A***K,AK
8270.emergencyservice,N*****o,No
4533.phonenumber,*5*206*2**91821,5206291821
6905.emergencyservice,N*****o,No
8264.emergencyservice,***N**o,No
60.stateavg,AK_PN-7,AL_PN-6
6161.measurecode,SC**IP-I*NF*-*4,SCIP-INF-4
46.stateavg,AK_PN-7,AL_AMI-2
1275.providernumber,10018,10069
2465.hospitaltype,Acu*te Car*e *- VA Medical* C*enter,Acute Care - VA Medical Center
2109.stateavg,AL_SCIP-CARD-2,AL_HF-3
1701.emergencyservice,*N****o,No
4517.hospitalname,PH*OENIX *VA MEDICA*L CE*NTE*R,PHOENIX VA MEDICAL CENTER
2255.emergencyservice,*****No,No
61.stateavg,AK_PN-7,AL_PN-7
2026.stateavg,AL_SCIP-CARD-2,AL_AMI-2
1928.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Heart Attack Patients Given Smoking Cessation Advice/Counseling
4570.hospitalname,V*A NORT*HE*RN ARIZONA HEAL*THCAR*E SYSTEM,VA NORTHERN ARIZONA HEALTHCARE SYSTEM
2494.phonenumber,2*0*555*4*2*000,2055542000
9405.hospitaltype,Acu*te* C*a*re H*ospitals,Acute Care Hospitals
2822.condition,He*a*r*t* Attac*k,Heart Attack
101.providernumber,10018,10007
682.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)
2112.stateavg,AL_SCIP-CARD-2,AL_PN-3B
433.providernumber,10018,20017
4560.hospitalname,VA *NORTH*ERN A*RIZO*NA *HEALTHCARE SYSTEM,VA NORTHERN ARIZONA HEALTHCARE SYSTEM
4513.phonenumber,*60*222**26*444,6022226444
2729.state,***A**K,AK
4509.hospitalname,PHOENI*X V*A ME*DI*CAL* CENTER,PHOENIX VA MEDICAL CENTER
1946.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
1582.providernumber,10018,10099
9534.hospitaltype,Acut*e C*ar*e Hos*p*itals,Acute Care Hospitals
2615.state,A*****K,AK
8277.emergencyservice,****N*o,No
791.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Pneumonia Patients Given Smoking Cessation Advice/Counseling
1955.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival
2825.condition,**H*eart *Fail*ure,Heart Failure
2434.phonenumber,2053258100,2513682500
2782.state,*****AK,AK
2684.state,****A*K,AK
2725.state,*A****K,AK
828.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Heart Attack Patients Given Aspirin at Arrival
9423.hospitaltype,Acut*e Care H**o*s*pitals,Acute Care Hospitals
2634.state,**A***K,AK
2771.condition,Hea*rt A*tt**ac*k,Heart Attack
8265.emergencyservice,**N***o,No
2264.hospitalname,CALLAHAN EYE FOUNDATION HOSPITAL,BIRMINGHAM VA MEDICAL CENTER
9533.hospitaltype,Acut*e* Care H*ospit**als,Acute Care Hospitals
2376.condition,S*urg****ical Infection Prevention,Surgical Infection Prevention
1589.providernumber,10018,10099
806.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Heart Attack Patients Given Smoking Cessation Advice/Counseling
4697.measurecode,SC****IP-*INF-4,SCIP-INF-4
5453.measurecode,*SCI*P-IN*F*-*4,SCIP-INF-4
2472.phonenumber,*334*260*4**100,3342604100
4542.emergencyservice,N*****o,No
1950.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Heart Attack Patients Given Aspirin at Arrival
2730.state,***A**K,AK
2004.stateavg,AL_SCIP-CARD-2,AL_AMI-5
2734.state,A*****K,AK
4508.hospitalname,PH*OENIX* VA M**EDICAL C*ENTER,PHOENIX VA MEDICAL CENTER
1969.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,surgery patients who were given the  right kind  of antibiotic to help prevent infection
5905.hospitaltype,Acut*e Car*e - V*A* Medical Cent*er,Acute Care - VA Medical Center
1890.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)
8271.emergencyservice,*****No,No
2649.state,***A**K,AK
4511.phonenumber,6*0222**26*44*4,6022226444
899.condition,S**urgical* Infecti**on Prevention,Surgical Infection Prevention
2713.state,****A*K,AK
4530.phonenumber,*5*206**2*91821,5206291821
2796.condition,*Hear**t Atta**ck,Heart Attack
1052.condition,Sur**gical I*nfectio**n Prevention,Surgical Infection Prevention
4557.emergencyservice,*****No,No
2596.phonenumber,2053258100,9072613675
2473.phonenumber,*334*2**60*4100,3342604100
4536.phonenumber,520***62918*2*1,5206291821
4573.hospitalname,VA NORTHERN* ARIZO*NA HEALTHCARE* SYST*E*M,VA NORTHERN ARIZONA HEALTHCARE SYSTEM
2862.state,***A**K,AK
2272.hospitalname,CALLAHAN EYE FOUNDATION HOSPITAL,BIRMINGHAM VA MEDICAL CENTER
2269.hospitalname,CALLAHAN EYE FOUNDATION HOSPITAL,BIRMINGHAM VA MEDICAL CENTER
1896.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
2060.emergencyservice,N*****o,No
4502.phonenumber,60*2*2226**44*4,6022226444
451.stateavg,AL_SCIP-INF-1,AK_AMI-1
4531.phonenumber,5206**29*182**1,5206291821
2268.hospitalname,CALLAHAN EYE FOUNDATION HOSPITAL,BIRMINGHAM VA MEDICAL CENTER
2271.hospitalname,CALLAHAN EYE FOUNDATION HOSPITAL,BIRMINGHAM VA MEDICAL CENTER
728.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Pneumonia Patients Assessed and Given Pneumococcal Vaccination
1991.stateavg,AL_SCIP-CARD-2,AL_PN-7
723.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival
4516.hospitalname,*PHO*E*NI*X VA M*EDICAL CENTER,PHOENIX VA MEDICAL CENTER
1698.emergencyservice,**N***o,No
1906.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival
1901.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Heart Attack Patients Given Aspirin at Discharge
2697.state,****A*K,AK
1881.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival
9902.emergencyservice,N*****o,No
1886.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Pneumonia Patients Assessed and Given Pneumococcal Vaccination
2798.condition,*H*eart *Failu*r*e,Heart Failure
1307.providernumber,10018,10073
9532.hospitaltype,Acute* Car*e *Hos*pi*tals,Acute Care Hospitals
1205.condition,Su*rg*i*cal Infection Preven*t*ion,Surgical Infection Prevention
2063.emergencyservice,*N****o,No
2591.phonenumber,2053258100,9072613675
2683.state,*****AK,AK
5875.emergencyservice,*****No,No
2065.emergencyservice,*N****o,No
2470.phonenumber,334**2**60*4100,3342604100
2712.phonenumber,2053258100,9075436300
1652.providernumber,10018,10102
1639.providernumber,10018,10101
4747.measurecode,*S*C*IP-I*N*F-4,SCIP-INF-4
1665.providernumber,10018,10102
1574.providernumber,10018,10099
1590.providernumber,10018,10099
2643.condition,H*ea**r*t Failu*re,Heart Failure
2770.condition,Hea*rt* A**t*tack,Heart Attack
2459.phonenumber,33***42*604*100,3342604100
118.providernumber,10018,10007
7004.measurecode,****SC*IP-INF-4,SCIP-INF-4
4503.phonenumber,*60*22226**44*4,6022226444
2707.phonenumber,2053258100,9075436300
1313.providernumber,10018,10078
4567.emergencyservice,****N*o,No
5890.hospitaltype,Acut*e Care* - VA *Medical Cen*t*er,Acute Care - VA Medical Center
733.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Pneumonia Patients Assessed and Given Influenza Vaccination
1587.providernumber,10018,10099
2767.condition,*Heart* Att**a*ck,Heart Attack
2439.phonenumber,2053258100,2513682500
2470.hospitaltype,Ac*ute Care *- VA Me**dic*al Center,Acute Care - VA Medical Center
2750.condition,He*art F*a**il*ure,Heart Failure
5872.emergencyservice,****N*o,No
2586.phonenumber,2053258100,9072613675
786.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function
2108.stateavg,AL_SCIP-CARD-2,AL_HF-2
2472.hospitaltype,Acu*te **Ca*re - *VA Medical Center,Acute Care - VA Medical Center
2485.phonenumber,20555420*****00,2055542000
2618.state,A*****K,AK
54.stateavg,AK_PN-7,AL_HF-3
5907.emergencyservice,****N*o,No
2884.state,**A***K,AK
2670.state,A*****K,AK
1964.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival
48.stateavg,AK_PN-7,AL_AMI-4
2512.phonenumber,2053258100,2518472223
1616.condition,Surgica*l Infectio*n Pr*e*v*ention,Surgical Infection Prevention
2507.phonenumber,2053258100,2518472223
1295.providernumber,10018,10073
1982.stateavg,AL_SCIP-CARD-2,AL_HF-1
1300.providernumber,10018,10073
2444.phonenumber,2053258100,2513682500
52.stateavg,AK_PN-7,AL_HF-1
28.stateavg,AK_PN-7,AL_HF-2
2740.state,*****AK,AK
1288.providernumber,10018,10073
3155.condition,Sur*g*ical Infe*ction Preve**ntion,Surgical Infection Prevention
2272.phonenumber,2*05*9*3*345*15,2059334515
1659.providernumber,10018,10102
1645.providernumber,10018,10102
6693.measurecode,SCI**P***-INF-4,SCIP-INF-4
96.phonenumber,2053258100,3344933541
5878.emergencyservice,*N****o,No
2787.state,**A***K,AK
2027.stateavg,AL_SCIP-CARD-2,AL_AMI-3
2668.state,**A***K,AK
2613.condition,Heart ***At**tack,Heart Attack
1333.providernumber,10018,10078
99.providernumber,10018,10007
2475.hospitaltype,Acute* Ca*re - *VA *Medic*al Center,Acute Care - VA Medical Center
2496.phonenumber,2**055542*00**0,2055542000
4568.emergencyservice,*N****o,No
1672.providernumber,10018,10103
4950.measurecode,**SC*IP-INF**-4,SCIP-INF-4
2146.condition,Surgical **Infec*tion Prev*ent*ion,Surgical Infection Prevention
436.stateavg,AL_SCIP-INF-1,AK_HF-4
6136.measurecode,S**C*IP-*INF*-4,SCIP-INF-4
2606.phonenumber,2053258100,9072613675
9408.hospitaltype,***Acute Care Hospit*al*s,Acute Care Hospitals
1327.providernumber,10018,10078
977.condition,Surgica**l I*nfec*tion Preve*ntion,Surgical Infection Prevention
2702.state,**A***K,AK
2694.state,****A*K,AK
2250.hospitalname,CALLAHAN EYE FOUNDATION HOSPITAL,BIRMINGHAM VA MEDICAL CENTER
2255.hospitalname,CALLAHAN EYE FOUNDATION HOSPITAL,BIRMINGHAM VA MEDICAL CENTER
1632.providernumber,10018,10101
1619.providernumber,10018,10100
1291.providernumber,10018,10073
9422.hospitaltype,A*cute *Car**e Ho*spitals,Acute Care Hospitals
2475.phonenumber,334260*41**0**0,3342604100
2743.state,**A***K,AK
2737.state,A*****K,AK
781.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Heart Attack Patients Given Smoking Cessation Advice/Counseling
1320.providernumber,10018,10078
114.providernumber,10018,10007
2051.stateavg,AL_SCIP-CARD-2,AL_AMI-2
446.providernumber,10018,20017
1612.providernumber,10018,10100
2676.state,*****AK,AK
5867.emergencyservice,****N*o,No
1937.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics
9529.hospitaltype,Acut*e* Care Hospit**a*ls,Acute Care Hospitals
2824.condition,H*eart** **Failure,Heart Failure
2005.stateavg,AL_SCIP-CARD-2,AL_AMI-7A
9910.emergencyservice,N*****o,No
2479.hospitaltype,Acut*e Care - V*A Medical Ce*nt*e*r,Acute Care - VA Medical Center
4512.hospitalname,P*HOENIX VA *MEDI*CAL C**ENTER,PHOENIX VA MEDICAL CENTER
4549.hospitalname,VA **S. ARI*ZONA H*EALTHCA*RE SYSTEM,VA S. ARIZONA HEALTHCARE SYSTEM
1600.providernumber,10018,10100
1913.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Pneumonia Patients Given Smoking Cessation Advice/Counseling
1990.stateavg,AL_SCIP-CARD-2,AL_PN-6
1918.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection
20.stateavg,AK_PN-7,AL_AMI-1
2604.state,**A***K,AK
4539.hospitalname,VA *S. ARIZ*ONA HE*AL*THCARE *SYSTEM,VA S. ARIZONA HEALTHCARE SYSTEM
5378.measurecode,*SCI*P-INF***-4,SCIP-INF-4
86.stateavg,AK_PN-7,AL_PN-7
113.providernumber,10018,10007
2484.phonenumber,*20**5554**2000,2055542000
2269.phonenumber,2***0*593*34515,2059334515
4550.emergencyservice,*N****o,No
2447.phonenumber,2053258100,2513682500
2075.stateavg,AL_SCIP-CARD-2,AL_AMI-1
3122.condition,Sur**gical* Infection Prev*entio*n,Surgical Infection Prevention
119.providernumber,10018,10007
4549.emergencyservice,*N****o,No
4514.phonenumber,602*22*2**64*44,6022226444
1983.stateavg,AL_SCIP-CARD-2,AL_HF-2
1909.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
1321.providernumber,10018,10078
2458.hospitaltype,Ac*ute **Care *- VA* Medical Center,Acute Care - VA Medical Center
2265.hospitalname,CALLAHAN EYE FOUNDATION HOSPITAL,BIRMINGHAM VA MEDICAL CENTER
4572.hospitalname,VA NORTHE*RN ARI*ZONA HEALTHC**ARE SYS*TEM,VA NORTHERN ARIZONA HEALTHCARE SYSTEM
2806.state,**A***K,AK
9545.hospitaltype,Ac*ute Care H**o**spitals,Acute Care Hospitals
7104.measurecode,*S**CIP-*INF*-4,SCIP-INF-4
9905.emergencyservice,***N**o,No
1673.providernumber,10018,10103
3088.condition,S*urgic*al Infec**tion Preve*ntion,Surgical Infection Prevention
57.stateavg,AK_PN-7,AL_PN-3B
2599.phonenumber,2053258100,9072613675
98.providernumber,10018,10007
2497.hospitalname,T*USCALOOSA VA **M**EDICAL CENTER,TUSCALOOSA VA MEDICAL CENTER
1721.condition,Surgi*cal Infection *P*reve**ntion,Surgical Infection Prevention
1347.providernumber,10018,10079
2754.state,A*****K,AK
2719.state,*****AK,AK
813.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Heart Failure Patients Given Smoking Cessation Advice/Counseling
438.stateavg,AL_SCIP-INF-1,AK_PN-3B
1441.condition,Surgi*cal Infectio*n Preventi*o**n,Surgical Infection Prevention
1625.providernumber,10018,10101
816.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Pneumonia Patients Given Smoking Cessation Advice/Counseling
1606.providernumber,10018,10100
2003.stateavg,AL_SCIP-CARD-2,AL_AMI-4
2053.stateavg,AL_SCIP-CARD-2,AL_AMI-4
2246.condition,Sur*gi**cal Inf*ection Pr*evention,Surgical Infection Prevention
1904.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Heart Attack Patients Given Beta Blocker at Discharge
2057.emergencyservice,*****No,No
4561.hospitalname,VA NO*RTH*ERN AR**IZONA *HEALTHCARE SYSTEM,VA NORTHERN ARIZONA HEALTHCARE SYSTEM
9537.hospitaltype,Acute C*ar*e Ho*spita**ls,Acute Care Hospitals
6211.measurecode,SC*I***P-IN*F-4,SCIP-INF-4
2479.phonenumber,33**426*0*4*100,3342604100
5756.measurecode,SC*I*P*-INF**-4,SCIP-INF-4
63.stateavg,AK_PN-7,AL_SCIP-INF-1
700.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function
777.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Children and their Caregivers Who Received a Home Management Plan of Care Document While Hospitalized for Asthma
2473.hospitaltype,Acute Car*e - *VA *Med*ic*al Center,Acute Care - VA Medical Center
440.providernumber,10018,20017
4523.phonenumber,602**222*6*4*44,6022226444
9538.hospitaltype,Acute C**are Hosp**i*tals,Acute Care Hospitals
1290.providernumber,10018,10073
5865.emergencyservice,*N****o,No
1653.providernumber,10018,10102
705.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Pneumonia Patients Given Smoking Cessation Advice/Counseling
2451.condition,Su*rgical* Infe*ct*i*on Prevention,Surgical Infection Prevention
9912.emergencyservice,****N*o,No
1341.providernumber,10018,10079
1626.providernumber,10018,10101
4559.hospitalname,V*A N*ORTHER*N AR*IZ*ONA HEALTHCARE SYSTEM,VA NORTHERN ARIZONA HEALTHCARE SYSTEM
72.stateavg,AK_PN-7,AL_AMI-3
4571.emergencyservice,*****No,No
2614.condition,*Hea**rt* Atta*ck,Heart Attack
3066.condition,S*ur*gical Infection* Pre**vention,Surgical Infection Prevention
2768.state,****A*K,AK
2025.stateavg,AL_SCIP-CARD-2,AL_AMI-1
9541.hospitaltype,Acute *Ca*re* Hosp**itals,Acute Care Hospitals
9531.hospitaltype,Acut**e Care Hospi*ta**ls,Acute Care Hospitals
2845.condition,H*ea*rt* A*t*tack,Heart Attack
4575.hospitalname,VA NORTHE*RN ARIZONA H*EALT**HCAR*E SYSTEM,VA NORTHERN ARIZONA HEALTHCARE SYSTEM
4546.emergencyservice,****N*o,No
7.stateavg,AK_PN-7,AL_SCIP-VTE-1
1346.providernumber,10018,10079
2462.phonenumber,*33*4260***4100,3342604100
5886.emergencyservice,*N****o,No
1704.emergencyservice,*****No,No
1962.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics
1971.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
1710.emergencyservice,**N***o,No
445.providernumber,10018,20017
2772.state,****A*K,AK
6036.measurecode,**SC*I*P-I*NF-4,SCIP-INF-4
2031.stateavg,AL_SCIP-CARD-2,AL_AMI-8A
2704.phonenumber,2053258100,9075436300
1697.emergencyservice,*****No,No
1719.emergencyservice,****N*o,No
2271.phonenumber,2*05*93*3**4515,2059334515
2520.phonenumber,2053258100,2518472223
2636.state,****A*K,AK
4539.emergencyservice,**N***o,No
2850.condition,**Heart* Failur**e,Heart Failure
2107.stateavg,AL_SCIP-CARD-2,AL_HF-1
4516.phonenumber,**6*022226**444,6022226444
756.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival
719.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
2705.state,**A***K,AK
2457.hospitaltype,Acute C*ar*e - VA *Medi*cal Ce*nter,Acute Care - VA Medical Center
4566.emergencyservice,**N***o,No
2515.phonenumber,2053258100,2518472223
77.stateavg,AK_PN-7,AL_HF-1
4506.hospitalname,PHOENIX VA **MEDICAL **CENTE*R,PHOENIX VA MEDICAL CENTER
2813.state,*A****K,AK
420.providernumber,10018,10164
6061.measurecode,S*CI*P*-*INF-*4,SCIP-INF-4
2809.state,*A****K,AK
2110.stateavg,AL_SCIP-CARD-2,AL_HF-4
1269.providernumber,10018,10069
1976.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Heart Attack Patients Given Aspirin at Discharge
2764.state,A*****K,AK
742.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Heart Attack Patients Given Aspirin at Arrival
2621.state,**A***K,AK
2612.condition,He***ar*t Att*ack,Heart Attack
5887.hospitaltype,Acute* Ca*re - VA Medical C*en*t*er,Acute Care - VA Medical Center
5000.measurecode,*SC**IP-INF**-4,SCIP-INF-4
2655.state,**A***K,AK
4544.hospitalname,VA S. A*RIZONA *HEALTHC*ARE SY**STEM,VA S. ARIZONA HEALTHCARE SYSTEM
747.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival
2858.state,A*****K,AK
1289.providernumber,10018,10073
7029.measurecode,S*CI*P*-I*NF*-4,SCIP-INF-4
5478.measurecode,SCIP**-*IN*F*-4,SCIP-INF-4
425.providernumber,10018,10164
699.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Heart Failure Patients Given Discharge Instructions
1301.providernumber,10018,10073
433.stateavg,AL_SCIP-INF-1,AK_HF-1
2722.state,*A****K,AK
6236.measurecode,SC**IP-INF***-4,SCIP-INF-4
