tuple_id(String),src(String),flight(String),sched_dep_time(String),act_dep_time(String),sched_arr_time(String),act_arr_time(String)
293,weather,aa-3842-msp-ord,6:00 a.m.,unknown,7:30 a.m.,unknown
294,weather,aa-643-mia-ord,7:10 a.m.,7:31 a.m.,9:35 a.m.,9:23 a.m.
295,weather,ua-2906-phl-mco,3:50 p.m.,unknown,6:23 p.m.,unknown
296,weather,ua-938-den-ord,4:16 p.m.,unknown,7:35 p.m.,unknown
297,weather,aa-1221-mco-ord,8:00 p.m.,unknown,9:45 p.m.,unknown
298,weather,co-16-lax-ewr,10:25 a.m.,unknown,6:44 p.m.,unknown
299,weather,ua-2515-dfw-clt,7:05 a.m.,unknown,10:31 a.m.,unknown
300,weather,aa-400-dfw-jfk,10:40 a.m.,11:02 a.m.,2:59 p.m.,2:52 p.m.
301,weather,ua-664-ord-phl,1:33 p.m.,unknown,4:31 p.m.,unknown
302,weather,aa-1522-sfo-ord,11:55 p.m.,12:11 a.m.,5:50 a.m.,5:49 a.m.
303,weather,ua-233-lax-jfk,4:25 p.m.,4:30 p.m.,12:29 a.m.,11:56 p.m.
304,weather,aa-3823-lax-den,9:00 p.m.,unknown,12:15 a.m.,unknown
305,weather,aa-2312-dfw-dtw,8:25 p.m.,8:44 p.m.,11:50 p.m.,11:54 p.m.
306,weather,aa-1165-jfk-mia,6:59 a.m.,7:23 a.m.,10:34 a.m.,9:56 a.m.
307,weather,aa-431-mia-sfo,8:35 a.m.,8:52 a.m.,11:50 a.m.,11:39 a.m.
308,weather,ua-257-jfk-sfo,2:30 p.m.,unknown,6:15 p.m.,unknown
309,weather,ua-3373-iad-phl,8:29 a.m.,unknown,9:24 a.m.,unknown
310,weather,aa-649-ord-sna,1:30 p.m.,unknown,3:50 p.m.,unknown
311,weather,co-1250-mia-iah,2:53 p.m.,unknown,4:48 p.m.,unknown
312,weather,ua-6273-yyc-sfo,7:35 a.m.,unknown,9:43 a.m.,unknown
313,weather,ua-858-pvg-sfo,1:45 p.m.,unknown,8:27 a.m.,unknown
314,weather,ua-2704-dtw-phx,11:15 a.m.,unknown,1:40 p.m.,unknown
315,weather,aa-3063-slc-lax,8:20 p.m.,unknown,9:20 p.m.,unknown
316,weather,ua-2708-ewr-clt,2:55 p.m.,unknown,4:53 p.m.,unknown
317,weather,ua-62-iah-ewr,2:30 p.m.,unknown,7:03 p.m.,unknown
318,weather,aa-3804-phl-ord,2:35 p.m.,unknown,4:05 p.m.,unknown
319,weather,aa-1917-jfk-mco,2:55 p.m.,unknown,5:55 p.m.,unknown
320,weather,aa-2268-phx-ord,7:15 a.m.,7:23 a.m.,11:35 a.m.,11:04 a.m.
321,weather,ua-2314-atl-phl,2:55 p.m.,unknown,5:00 p.m.,unknown
322,weather,aa-4277-cvg-jfk,12:10 p.m.,unknown,2:15 p.m.,unknown
323,weather,aa-2957-dfw-cvg,7:55 a.m.,unknown,11:05 a.m.,unknown
324,weather,ua-37-edi-ewr,9:05 a.m.,unknown,11:53 a.m.,unknown
325,weather,aa-789-ord-den,1:05 p.m.,1:20 p.m.,2:35 p.m.,2:49 p.m.
326,weather,ua-854-sfo-iah,7:53 a.m.,8:07 a.m.,1:39 p.m.,1:23 p.m.
327,weather,aa-415-bos-ord,8:35 a.m.,unknown,10:40 a.m.,unknown
328,weather,aa-85-jfk-sfo,3:05 p.m.,unknown,6:30 p.m.,unknown
329,weather,aa-3786-iah-ord,4:00 p.m.,unknown,6:40 p.m.,unknown
330,weather,co-50-cle-ewr,2:55 p.m.,unknown,4:49 p.m.,unknown
331,weather,ua-3099-phx-phl,11:55 a.m.,unknown,6:17 p.m.,unknown
332,weather,aa-4198-ord-cle,10:40 a.m.,unknown,12:55 p.m.,unknown
333,weather,aa-404-mia-mco,6:45 a.m.,6:58 a.m.,7:45 a.m.,7:40 a.m.
334,weather,co-45-ewr-mia,4:00 p.m.,unknown,7:05 p.m.,unknown
335,weather,aa-3809-phx-lax,6:00 a.m.,unknown,6:40 a.m.,unknown
336,weather,aa-59-jfk-sfo,7:10 a.m.,7:40 a.m.,10:45 a.m.,10:49 a.m.
337,weather,aa-222-lax-bos,7:10 a.m.,unknown,3:30 p.m.,unknown
338,airtravelcenter,aa-3859-iah-ord,unknown,7:16 a.m.,unknown,9:22 a.m.
339,airtravelcenter,co-1586-iah-mco,7:00 p.m.,unknown,10:15 p.m.,unknown
340,airtravelcenter,aa-518-mia-jfk,unknown,6:54 a.m.,unknown,9:14 a.m.
341,airtravelcenter,ua-397-jfk-sfo,unknown,8:48 a.m.,unknown,11:30 a.m.
342,airtravelcenter,ua-3925-iad-orf,unknown,9:00 a.m.,unknown,9:29 a.m.
343,airtravelcenter,aa-1733-ord-phx,unknown,7:59 p.m.,unknown,10:31 p.m.
344,airtravelcenter,ua-2830-mco-clt,unknown,3:50 p.m.,unknown,5:14 p.m.
345,airtravelcenter,co-58-den-iah,11:25 a.m.,unknown,2:50 p.m.,unknown
346,airtravelcenter,aa-1544-san-ord,unknown,11:41 a.m.,unknown,4:54 p.m.
347,airtravelcenter,ua-5487-sfo-mry,unknown,10:53 a.m.,unknown,11:11 a.m.
348,airtravelcenter,aa-204-lax-mco,unknown,11:29 p.m.,unknown,12/2/11 6:35 a.m.
349,airtravelcenter,ua-414-lax-sfo,unknown,6:10 a.m.,unknown,7:04 a.m.
350,airtravelcenter,co-1614-lax-iah,12:30 a.m.,unknown,5:35 a.m.,unknown
351,airtravelcenter,ua-2726-fll-phl,unknown,4:10 p.m.,unknown,6:25 p.m.
352,airtravelcenter,co-52-iah-lax,7:35 a.m.,unknown,9:21 a.m.,unknown
353,airtravelcenter,co-1090-bos-iah,9:45 a.m.,unknown,1:16 p.m.,unknown
354,airtravelcenter,aa-616-dfw-dtw,unknown,10:11 a.m.,unknown,1:11 p.m.
355,airtravelcenter,ua-3515-iad-msp,unknown,8:26 a.m.,unknown,9:56 a.m.
356,airtravelcenter,aa-3468-cvg-mia,unknown,7:25 a.m.,unknown,9:29 a.m.
357,airtravelcenter,aa-484-dfw-mia,unknown,4:29 p.m.,unknown,7:37 p.m.
358,airtravelcenter,aa-1886-bos-mia,unknown,10:54 a.m.,unknown,1:36 p.m.
359,airtravelcenter,co-62-iah-ewr,2:30 p.m.,unknown,7:03 p.m.,unknown
360,airtravelcenter,co-1561-phx-iah,8:05 a.m.,unknown,11:35 a.m.,unknown
361,airtravelcenter,ua-2314-atl-phl,unknown,3:04 p.m.,unknown,4:43 p.m.
362,airtravelcenter,aa-446-dfw-phl,unknown,12:13 p.m.,unknown,4:08 p.m.
363,airtravelcenter,co-1023-iah-den,11:40 a.m.,unknown,1:17 p.m.,unknown
364,airtravelcenter,aa-466-iah-mia,unknown,6:09 a.m.,unknown,8:50 a.m.
365,airtravelcenter,ua-3050-phx-clt,unknown,11:45 a.m.,unknown,5:00 p.m.
366,airtravelcenter,co-89-iah-ewr,6:00 a.m.,unknown,10:20 a.m.,unknown
367,airtravelcenter,co-1088-cle-iah,8:40 a.m.,unknown,10:54 a.m.,unknown
368,airtravelcenter,aa-1664-mia-atl,unknown,10:19 a.m.,unknown,11:50 a.m.
369,airtravelcenter,aa-1279-dfw-phx,unknown,2:03 p.m.,unknown,3:13 p.m.
370,airtravelcenter,ua-854-sfo-iah,unknown,8:07 a.m.,unknown,1:23 p.m.
371,airtravelcenter,ua-382-iad-lax,unknown,12:56 p.m.,unknown,3:09 p.m.
372,airtravelcenter,aa-4344-ord-dtw,unknown,12:14 p.m.,unknown,1:55 p.m.
373,airtravelcenter,ua-257-jfk-sfo,unknown,2:43 p.m.,unknown,5:22 p.m.
374,airtravelcenter,ua-2945-phl-clt,unknown,12:07 p.m.,unknown,1:11 p.m.
375,airtravelcenter,co-63-ewr-iah,5:25 p.m.,unknown,8:22 p.m.,unknown
376,airtravelcenter,co-47-iah-lax,7:10 p.m.,unknown,8:56 p.m.,unknown
377,airtravelcenter,aa-2050-ord-mia,unknown,11:06 a.m.,unknown,2:39 p.m.
378,airtravelcenter,ua-248-phx-ord,unknown,1:43 p.m.,unknown,5:24 p.m.
379,airtravelcenter,aa-4330-cvg-ord,3:35 p.m.,unknown,4:00 p.m.,unknown
380,airtravelcenter,aa-1434-dfw-mco,unknown,7:22 a.m.,unknown,10:34 a.m.
381,airtravelcenter,aa-1640-mia-mco,unknown,6:47 p.m.,unknown,7:25 p.m.
382,airtravelcenter,aa-4307-ord-dtw,unknown,6:56 p.m.,unknown,8:38 p.m.
383,airtravelcenter,aa-3-jfk-lax,unknown,12:12 p.m.,unknown,3:04 p.m.
384,airtravelcenter,co-1694-lax-iah,7:15 p.m.,unknown,12/2/11 12:21 a.m.,unknown
385,airtravelcenter,ua-843-lax-ord,unknown,2:04 p.m.,unknown,7:20 p.m.
386,airtravelcenter,co-1193-ewr-mco,9:15 a.m.,unknown,12:18 p.m.,unknown
387,airtravelcenter,aa-3842-msp-ord,unknown,6:57 a.m.,unknown,7:49 a.m.
388,airtravelcenter,aa-643-mia-ord,unknown,7:31 a.m.,unknown,9:26 a.m.
389,airtravelcenter,aa-1007-mia-phx,unknown,5:09 p.m.,unknown,7:43 p.m.
390,airtravelcenter,aa-2525-dfw-mia,unknown,7:39 a.m.,unknown,10:43 a.m.
391,airtravelcenter,ua-2906-phl-mco,unknown,4:44 p.m.,unknown,6:28 p.m.
392,airtravelcenter,ua-938-den-ord,unknown,4:37 p.m.,unknown,7:23 p.m.
393,airtravelcenter,aa-1221-mco-ord,unknown,8:23 p.m.,unknown,9:47 p.m.
394,airtravelcenter,co-16-lax-ewr,10:25 a.m.,unknown,6:44 p.m.,unknown
395,airtravelcenter,ua-2515-dfw-clt,unknown,7:30 a.m.,unknown,10:43 a.m.
396,airtravelcenter,aa-400-dfw-jfk,unknown,11:02 a.m.,unknown,2:58 p.m.
397,airtravelcenter,ua-664-ord-phl,unknown,1:48 p.m.,unknown,4:20 p.m.
398,airtravelcenter,aa-3756-ord-slc,unknown,12:42 p.m.,unknown,2:50 p.m.
399,airtravelcenter,ua-37-ewr-mco,1:29 p.m.,unknown,4:17 p.m.,unknown
400,airtravelcenter,aa-1522-sfo-ord,unknown,12:11 a.m.,unknown,5:52 a.m.
401,airtravelcenter,ua-233-lax-jfk,unknown,4:28 p.m.,unknown,12/2/11 12:01 a.m.
402,airtravelcenter,aa-3823-lax-den,unknown,9:06 p.m.,unknown,11:49 p.m.
403,airtravelcenter,aa-2312-dfw-dtw,unknown,8:29 p.m.,unknown,11:35 p.m.
404,airtravelcenter,aa-1165-jfk-mia,unknown,7:23 a.m.,unknown,9:45 a.m.
405,airtravelcenter,aa-431-mia-sfo,unknown,8:52 a.m.,unknown,11:33 a.m.
406,airtravelcenter,ua-3373-iad-phl,unknown,8:37 a.m.,unknown,9:13 a.m.
407,airtravelcenter,aa-649-ord-sna,unknown,1:41 p.m.,unknown,3:29 p.m.
408,airtravelcenter,co-1250-mia-iah,2:53 p.m.,unknown,4:48 p.m.,unknown
409,airtravelcenter,ua-6273-yyc-sfo,unknown,7:41 a.m.,unknown,8:33 a.m.
410,airtravelcenter,ua-828-sfo-ord,11:08 p.m.,unknown,12/2/11 5:11 a.m.,unknown
411,airtravelcenter,co-4888-iah-dal,unknown,5:38 p.m.,unknown,6:19 p.m.
412,airtravelcenter,ua-858-pvg-sfo,unknown,1:50 p.m. (+8:00),unknown,7:50 a.m.
413,airtravelcenter,ua-2704-dtw-phx,unknown,11:47 a.m.,unknown,1:52 p.m.
414,airtravelcenter,aa-3063-slc-lax,unknown,8:40 p.m.,unknown,9:12 p.m.
415,airtravelcenter,ua-2708-ewr-clt,unknown,3:04 p.m.,unknown,4:22 p.m.
416,airtravelcenter,ua-62-iah-ewr,2:30 p.m.,unknown,7:03 p.m.,unknown
417,airtravelcenter,ua-1500-iah-gua,8:55 a.m.,unknown,11:45 a.m.,unknown
418,airtravelcenter,aa-3804-phl-ord,unknown,2:44 p.m.,unknown,3:36 p.m.
419,airtravelcenter,aa-1917-jfk-mco,unknown,3:28 p.m.,unknown,5:39 p.m.
420,airtravelcenter,aa-2268-phx-ord,unknown,7:22 a.m.,unknown,11:04 a.m.
421,airtravelcenter,aa-4277-cvg-jfk,unknown,12:11 p.m.,unknown,1:42 p.m.
422,airtravelcenter,aa-2957-dfw-cvg,unknown,8:04 a.m.,unknown,10:58 a.m.
423,airtravelcenter,ua-37-edi-ewr,9:05 a.m. (-00:00),unknown,11:53 a.m.,unknown
424,airtravelcenter,aa-789-ord-den,unknown,1:20 p.m.,unknown,2:49 p.m.
425,airtravelcenter,aa-415-bos-ord,unknown,8:55 a.m.,unknown,10:12 a.m.
426,airtravelcenter,aa-85-jfk-sfo,unknown,3:38 p.m.,unknown,6:30 p.m.
427,airtravelcenter,aa-3979-cvg-ord,unknown,8:04 a.m.,unknown,7:59 a.m.
428,airtravelcenter,aa-3786-iah-ord,unknown,4:12 p.m.,unknown,6:11 p.m.
429,airtravelcenter,aa-271-mia-lax,unknown,11:52 a.m.,unknown,2:21 p.m.
430,airtravelcenter,co-50-cle-ewr,2:55 p.m.,unknown,4:49 p.m.,unknown
431,airtravelcenter,ua-3099-phx-phl,unknown,11:55 a.m.,unknown,5:34 p.m.
432,airtravelcenter,aa-4198-ord-cle,unknown,10:55 a.m.,unknown,12:37 p.m.
433,airtravelcenter,aa-404-mia-mco,unknown,6:58 a.m.,unknown,7:37 a.m.
434,airtravelcenter,co-45-ewr-mia,4:00 p.m.,unknown,7:05 p.m.,unknown
435,airtravelcenter,aa-3809-phx-lax,unknown,6:11 a.m.,unknown,6:15 a.m.
436,airtravelcenter,aa-59-jfk-sfo,unknown,7:40 a.m.,unknown,10:52 a.m.
437,airtravelcenter,aa-222-lax-bos,unknown,7:32 a.m.,unknown,3:12 p.m.
438,flightview,aa-3859-iah-ord,7:10 a.m.,7:16 a.m.,9:40 a.m.,9:22 a.m.
439,flightview,co-1586-iah-mco,unknown,7:42 p.m.,unknown,10:29 p.m.
440,flightview,aa-518-mia-jfk,6:40 a.m.,6:54 a.m.,9:25 a.m.,9:28 a.m.
441,flightview,ua-397-jfk-sfo,8:00 a.m.,8:49 a.m.,11:55 a.m.,11:58 a.m.
442,flightview,ua-3925-iad-orf,unknown,9:01 a.m.,unknown,9:43 a.m.
443,flightview,aa-1733-ord-phx,7:45 p.m.,7:59 p.m.,10:30 p.m.,unknown
444,flightview,aa-3-jfk-lax,12:00 p.m.,12:12 p.m.,3:15 p.m.,3:16 p.m.
445,flightview,ua-2830-mco-clt,3:27 p.m.,3:50 p.m.,5:05 p.m.,5:17 p.m.
446,flightview,co-58-den-iah,unknown,12:37 p.m.,unknown,3:31 p.m.
447,flightview,ua-5487-sfo-mry,unknown,10:53 a.m.,unknown,11:21 a.m.
448,flightview,aa-204-lax-mco,11:25 p.m.,unknown,6:55 a.m. dec 02,unknown
449,flightview,ua-414-lax-sfo,unknown,6:10 a.m.,unknown,7:17 a.m.
450,flightview,co-1614-lax-iah,unknown,12:58 a.m.,unknown,5:26 a.m.
451,flightview,ua-2726-fll-phl,4:00 p.m.,4:10 p.m.,6:46 p.m.,6:25 p.m.
452,flightview,co-52-iah-lax,unknown,7:56 a.m.,unknown,9:09 a.m.
453,flightview,co-1090-bos-iah,unknown,10:35 a.m.,unknown,1:19 p.m.
454,flightview,aa-616-dfw-dtw,9:05 a.m.,10:11 a.m.,12:35 p.m.,1:18 p.m.
455,flightview,ua-3515-iad-msp,unknown,8:26 a.m.,unknown,9:56 a.m.
456,flightview,aa-3468-cvg-mia,7:00 a.m.,7:25 a.m.,9:55 a.m.,9:45 a.m.
457,flightview,aa-484-dfw-mia,4:15 p.m.,4:30 p.m.,7:55 p.m.,7:39 p.m.
458,flightview,aa-1886-bos-mia,unknown,10:55 a.m.,unknown,1:40 p.m.
459,flightview,co-62-iah-ewr,unknown,2:59 p.m.,unknown,7:10 p.m.
460,flightview,co-1561-phx-iah,unknown,8:18 a.m.,unknown,11:32 a.m.
461,flightview,ua-2314-atl-phl,unknown,3:04 p.m.,unknown,5:00 p.m.
462,flightview,aa-446-dfw-phl,11:50 a.m.,12:13 p.m.,3:50 p.m.,4:09 p.m.
463,flightview,co-1023-iah-den,unknown,12:06 p.m.,unknown,1:14 p.m.
464,flightview,aa-466-iah-mia,6:00 a.m.,6:09 a.m.,9:20 a.m.,9:05 a.m.
465,flightview,ua-3050-phx-clt,11:05 a.m.,11:45 a.m.,4:57 p.m.,5:03 p.m.
466,flightview,co-89-iah-ewr,unknown,6:17 a.m.,unknown,10:27 a.m.
467,flightview,co-1088-cle-iah,unknown,9:01 a.m.,unknown,10:56 a.m.
468,flightview,aa-1664-mia-atl,10:15 a.m.,10:19 a.m.,12:10 p.m.,11:50 a.m.
469,flightview,aa-1279-dfw-phx,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:19 p.m.
470,flightview,ua-854-sfo-iah,unknown,8:07 a.m.,unknown,1:30 p.m.
471,flightview,ua-382-iad-lax,unknown,12:56 p.m.,unknown,3:21 p.m.
472,flightview,aa-4344-ord-dtw,unknown,12:14 p.m.,unknown,2:01 p.m.
473,flightview,ua-257-jfk-sfo,2:30 p.m.,2:43 p.m.,6:15 p.m.,5:42 p.m.
474,flightview,ua-2945-phl-clt,12:00 p.m.,12:08 p.m.,1:45 p.m.,1:14 p.m.
475,flightview,co-63-ewr-iah,unknown,5:38 p.m.,unknown,8:03 p.m.
476,flightview,co-47-iah-lax,unknown,8:36 p.m.,unknown,9:38 p.m.
477,flightview,aa-2050-ord-mia,10:40 a.m.,11:06 a.m.,2:45 p.m.,2:46 p.m.
478,flightview,ua-248-phx-ord,unknown,1:43 p.m.,unknown,5:34 p.m.
479,flightview,aa-4330-cvg-ord,unknown,3:36 p.m.,unknown,3:25 p.m.
480,flightview,aa-1434-dfw-mco,7:15 a.m.,7:22 a.m.,10:35 a.m.,10:29 a.m.
481,flightview,aa-1640-mia-mco,6:30 p.m.,unknown,7:25 p.m.,unknown
482,flightview,aa-4307-ord-dtw,6:45 p.m.,6:56 p.m.,9:10 p.m.,8:43 p.m.
483,flightview,co-1694-lax-iah,7:15 p.m.,unknown,12:21 a.m. dec 02,unknown
484,flightview,ua-843-lax-ord,unknown,2:38 p.m.,unknown,7:58 p.m.
485,flightview,co-1193-ewr-mco,9:15 a.m.,9:58 a.m.,12:18 p.m.,12:09 p.m.
486,flightview,aa-3842-msp-ord,6:00 a.m.,6:57 a.m.,7:30 a.m.,7:51 a.m.
487,flightview,aa-643-mia-ord,7:10 a.m.,7:31 a.m.,9:35 a.m.,9:29 a.m.
488,flightview,aa-1007-mia-phx,unknown,5:09 p.m.,unknown,7:53 p.m.
489,flightview,ua-2906-phl-mco,3:50 p.m.,4:46 p.m.,6:23 p.m.,6:35 p.m.
490,flightview,ua-938-den-ord,unknown,4:37 p.m.,unknown,7:36 p.m.
491,flightview,aa-1221-mco-ord,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:49 p.m.
492,flightview,co-16-lax-ewr,unknown,10:37 a.m.,unknown,6:34 p.m.
493,flightview,ua-2515-dfw-clt,unknown,7:31 a.m.,unknown,10:45 a.m.
494,flightview,aa-400-dfw-jfk,10:40 a.m.,11:02 a.m.,2:59 p.m.,3:04 p.m.
495,flightview,ua-664-ord-phl,1:33 p.m.,1:48 p.m.,4:31 p.m.,4:23 p.m.
496,flightview,aa-3756-ord-slc,12:15 p.m.,12:42 p.m.,2:45 p.m.,2:52 p.m.
497,flightview,ua-37-ewr-mco,unknown,2:01 p.m.,unknown,4:17 p.m.
498,flightview,aa-1522-sfo-ord,11:55 p.m.,unknown,5:50 a.m. dec 02,unknown
499,flightview,ua-233-lax-jfk,4:25 p.m.,unknown,12:29 a.m. dec 02,unknown
500,flightview,aa-3823-lax-den,9:00 p.m.,unknown,12:15 a.m. dec 02,unknown
501,flightview,aa-2312-dfw-dtw,8:25 p.m.,unknown,11:50 p.m.,unknown
502,flightview,aa-1165-jfk-mia,6:59 a.m.,7:23 a.m.,10:34 a.m.,10:04 a.m.
503,flightview,aa-431-mia-sfo,8:35 a.m.,8:52 a.m.,11:50 a.m.,11:44 a.m.
504,flightview,ua-3373-iad-phl,unknown,8:37 a.m.,unknown,9:13 a.m.
505,flightview,aa-649-ord-sna,1:30 p.m.,unknown,3:50 p.m.,unknown
506,flightview,co-1250-mia-iah,unknown,3:17 p.m.,unknown,4:59 p.m.
507,flightview,ua-6273-yyc-sfo,unknown,7:41 a.m.,unknown,8:45 a.m.
508,flightview,ua-828-sfo-ord,11:08 p.m.,unknown,5:11 a.m.dec 02,unknown
509,flightview,co-4888-iah-dal,5:30 p.m.,unknown,6:40 p.m.,unknown
510,flightview,ua-858-pvg-sfo,unknown,1:45 p.m.,unknown,8:02 a.m.
511,flightview,ua-2704-dtw-phx,unknown,11:47 a.m.,unknown,2:02 p.m.
512,flightview,aa-3063-slc-lax,unknown,8:40 p.m.,unknown,9:11 p.m.
513,flightview,ua-2708-ewr-clt,unknown,3:04 p.m.,unknown,4:24 p.m.
514,flightview,ua-62-iah-ewr,unknown,2:59 p.m.,unknown,7:10 p.m.
515,flightview,ua-1500-iah-gua,unknown,9:43 a.m.,unknown,12:12 p.m.
516,flightview,aa-3804-phl-ord,2:35 p.m.,2:44 p.m.,4:05 p.m.,3:36 p.m.
517,flightview,aa-1917-jfk-mco,2:55 p.m.,3:28 p.m.,5:55 p.m.,5:34 p.m.
518,flightview,aa-2268-phx-ord,7:15 a.m.,7:23 a.m.,11:35 a.m.,11:07 a.m.
519,flightview,aa-4277-cvg-jfk,12:10 p.m.,12:11 p.m.,2:15 p.m.,1:43 p.m.
520,flightview,aa-2957-dfw-cvg,7:55 a.m.,8:05 a.m.,11:05 a.m.,11:00 a.m.
521,flightview,ua-37-edi-ewr,unknown,9:05 a.m.,unknown,12:09 p.m.
522,flightview,aa-789-ord-den,1:05 p.m.,1:20 p.m.,2:35 p.m.,3:01 p.m.
523,flightview,aa-415-bos-ord,unknown,8:56 a.m.,unknown,10:10 a.m.
524,flightview,aa-85-jfk-sfo,3:05 p.m.,3:38 p.m.,6:30 p.m.,6:43 p.m.
525,flightview,aa-3979-cvg-ord,7:30 a.m.,8:04 a.m.,8:00 a.m.,7:57 a.m.
526,flightview,aa-1544-san-ord,unknown,11:41 a.m.,unknown,4:56 p.m.
527,flightview,aa-3786-iah-ord,4:00 p.m.,4:12 p.m.,6:40 p.m.,6:09 p.m.
528,flightview,aa-271-mia-lax,11:35 a.m.,11:52 a.m.,2:25 p.m.,2:27 p.m.
529,flightview,aa-2525-dfw-mia,7:25 a.m.,7:40 a.m.,11:10 a.m.,11:06 a.m.
530,flightview,co-50-cle-ewr,unknown,4:02 p.m.,unknown,5:26 p.m.
531,flightview,ua-3099-phx-phl,11:55 a.m.,11:55 a.m.,6:17 p.m.,6:17 p.m.
532,flightview,aa-4198-ord-cle,10:40 a.m.,10:55 a.m.,12:55 p.m.,12:48 p.m.
533,flightview,aa-404-mia-mco,6:45 a.m.,6:58 a.m.,7:45 a.m.,7:32 a.m.
534,flightview,co-45-ewr-mia,4:00 p.m.,4:15 p.m.,7:05 p.m.,6:36 p.m.
535,flightview,aa-3809-phx-lax,6:00 a.m.,6:11 a.m.,6:40 a.m.,6:19 a.m.
536,flightview,aa-59-jfk-sfo,7:10 a.m.,7:40 a.m.,10:45 a.m.,11:12 a.m.
537,flightview,aa-222-lax-bos,7:10 a.m.,7:32 a.m.,3:30 p.m.,3:14 p.m.
538,flightstats,aa-3859-iah-ord,7:10 a.m.,7:16 a.m.,9:40 a.m.,9:32 a.m.
539,flightstats,co-1586-iah-mco,7:00 p.m.,7:14 p.m.,10:15 p.m.,10:29 p.m.
540,flightstats,aa-518-mia-jfk,6:40 a.m.,6:54 a.m.,9:25 a.m.,9:28 a.m.
541,flightstats,ua-397-jfk-sfo,8:00 a.m.,8:29 a.m.,11:55 a.m.,11:58 a.m.
542,flightstats,ua-3925-iad-orf,8:41 a.m.,8:42 a.m.,9:54 a.m.,9:43 a.m.
543,flightstats,aa-1733-ord-phx,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m. (estimated)
544,flightstats,aa-4344-ord-dtw,11:45 a.m.,12:13 p.m.,2:00 p.m.,2:10 p.m.
545,flightstats,aa-1640-mia-mco,6:30 p.m.,6:47 p.m. (estimated runway),7:25 p.m.,7:25 p.m. (estimated runway)
546,flightstats,ua-2830-mco-clt,3:27 p.m.,3:28 p.m.,5:05 p.m.,5:17 p.m.
547,flightstats,co-58-den-iah,11:25 a.m.,11:32 a.m.,2:50 p.m.,3:31 p.m.
548,flightstats,aa-204-lax-mco,11:25 p.m.,11:29 p.m. (estimated runway),6:55 a.m.,6:35 a.m. (estimated runway)
549,flightstats,ua-414-lax-sfo,6:00 a.m.,5:56 a.m.,7:23 a.m.,7:17 a.m.
550,flightstats,co-1614-lax-iah,12:30 a.m.,12:41 a.m.,5:35 a.m.,5:26 a.m.
551,flightstats,ua-2726-fll-phl,4:00 p.m.,3:58 p.m.,6:46 p.m.,6:28 p.m.
552,flightstats,co-52-iah-lax,7:35 a.m.,7:29 a.m.,9:21 a.m.,9:14 a.m.
553,flightstats,co-1090-bos-iah,9:45 a.m.,10:19 a.m.,1:16 p.m.,1:19 p.m.
554,flightstats,aa-3468-cvg-mia,7:00 a.m.,7:25 a.m.,9:55 a.m.,9:45 a.m.
555,flightstats,ua-3515-iad-msp,8:15 a.m.,8:12 a.m.,10:06 a.m.,9:56 a.m.
556,flightstats,aa-484-dfw-mia,4:15 p.m.,4:29 p.m.,7:55 p.m.,7:39 p.m.
557,flightstats,aa-616-dfw-dtw,9:05 a.m.,10:10 a.m.,12:35 p.m.,1:27 p.m.
558,flightstats,co-62-iah-ewr,2:30 p.m.,2:48 p.m.,7:03 p.m.,7:10 p.m.
559,flightstats,co-63-ewr-iah,5:25 p.m.,5:22 p.m.,8:22 p.m.,8:03 p.m.
560,flightstats,aa-446-dfw-phl,11:50 a.m.,12:12 p.m.,3:50 p.m.,4:09 p.m.
561,flightstats,co-1023-iah-den,11:40 a.m.,11:56 a.m.,1:17 p.m.,1:14 p.m.
562,flightstats,aa-466-iah-mia,6:00 a.m.,6:08 a.m.,9:20 a.m.,9:05 a.m.
563,flightstats,ua-3050-phx-clt,11:05 a.m.,11:30 a.m.,4:57 p.m.,5:05 p.m.
564,flightstats,co-89-iah-ewr,6:00 a.m.,6:02 a.m.,10:20 a.m.,10:27 a.m.
565,flightstats,co-1088-cle-iah,8:40 a.m.,8:40 a.m.,10:54 a.m.,10:56 a.m.
566,flightstats,aa-2957-dfw-cvg,7:55 a.m.,8:04 a.m.,11:05 a.m.,11:01 a.m.
567,flightstats,aa-1664-mia-atl,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
568,flightstats,aa-3979-cvg-ord,7:30 a.m.,8:04 a.m.,8:00 a.m.,8:06 a.m.
569,flightstats,aa-1279-dfw-phx,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:20 p.m. (runway)
570,flightstats,aa-404-mia-mco,6:45 a.m.,6:57 a.m.,7:45 a.m.,7:40 a.m.
571,flightstats,aa-3756-ord-slc,12:15 p.m.,12:41 p.m.,2:45 p.m.,2:50 p.m.
572,flightstats,ua-382-iad-lax,12:30 p.m.,12:35 p.m.,3:19 p.m.,3:21 p.m.
573,flightstats,ua-2945-phl-clt,12:00 p.m.,11:51 a.m.,1:45 p.m.,1:15 p.m.
574,flightstats,co-47-iah-lax,7:10 p.m.,8:25 p.m.,8:56 p.m.,9:52 p.m. (estimated)
575,flightstats,aa-271-mia-lax,11:35 a.m.,11:52 a.m.,2:25 p.m.,2:27 p.m.
576,flightstats,aa-2050-ord-mia,10:40 a.m.,11:05 a.m.,2:45 p.m.,2:46 p.m.
