attribute,wrong_val,correct_val
6456.race,**wh*i*t*e,white
9087.marital_status,never-married,divorced
7376.age,20,39
9740.class,*<**=**50k,<=50k
8881.sex,m****al*e,male
4258.race,**w**hi*te,white
3777.fnlwgt,386940,77332
5556.race,*w**h**ite,white
1330.fnlwgt,117037,285290
2164.race,***wh*it*e,white
5716.fnlwgt,33487,165289
5277.race,whi***t**e,white
8206.sex,**ma*l**e,male
8023.fnlwgt,293936,123971
4937.fnlwgt,117037,340718
4891.age,33,51
9637.fnlwgt,493034,53942
4410.fnlwgt,168294,20469
3825.fnlwgt,33487,38619
3300.fnlwgt,33487,40425
6175.race,*whi****te,white
8205.fnlwgt,263024,274057
6277.fnlwgt,33487,160033
7055.fnlwgt,96851,203003
7264.sex,m**a***le,male
1472.fnlwgt,169905,98283
6807.fnlwgt,193741,118376
7544.sex,*fe**ma**le,female
4021.fnlwgt,386940,89559
9129.occupation,machine-op-inspct,other-service
2063.fnlwgt,310152,62507
9611.sex,***ma**le,male
8025.age,25,22
7956.sex,**m*a**le,male
7544.race,**w*hi**te,white
8723.fnlwgt,227332,202033
9886.race,**w*h*it*e,white
6550.fnlwgt,187656,203834
4882.race,**whi***te,white
2566.fnlwgt,493034,121313
9794.sex,**ma*l**e,male
4023.fnlwgt,386940,163303
2915.fnlwgt,117037,228613
9106.sex,**m*al**e,male
9269.race,whi***t**e,white
3556.fnlwgt,117037,213055
1539.fnlwgt,310152,214731
9191.race,**w**hi*te,white
3443.age,22,46
8547.fnlwgt,33487,240468
7644.sex,**ma**l*e,male
4790.sex,**ma*l**e,male
977.fnlwgt,197200,255957
1705.fnlwgt,310152,376277
1479.fnlwgt,117037,197850
4153.sex,*m*al***e,male
3341.fnlwgt,493034,215443
2654.fnlwgt,544091,115248
7568.sex,m***a*l*e,male
298.fnlwgt,187656,157443
4817.sex,****m*ale,male
3041.age,54,50
6594.fnlwgt,33487,277974
1135.fnlwgt,163003,184018
4045.fnlwgt,33487,246652
6845.race,wh**i***te,white
3765.fnlwgt,206399,202673
6563.capital_loss,*****0,0
4829.fnlwgt,117037,193650
1101.fnlwgt,163003,140282
7771.race,w*h**i**te,white
2345.sex,*m**a*l*e,male
202.fnlwgt,206399,170653
8395.race,*w*hit***e,white
3487.fnlwgt,346762,197688
5282.fnlwgt,33487,42750
6429.fnlwgt,544091,121972
8223.fnlwgt,169631,190303
9688.race,*wh***it*e,white
5703.race,**whi***te,white
3972.race,w**hi***te,white
805.fnlwgt,117037,193830
1164.sex,m**a***le,male
1824.fnlwgt,206399,263338
8328.sex,m*a**l**e,male
9440.fnlwgt,210496,222247
2676.race,**wh**it*e,white
8559.race,w*h*i**t*e,white
4834.fnlwgt,227332,154966
3961.race,**whi**t*e,white
8059.fnlwgt,117037,166419
7718.fnlwgt,193741,301762
3346.fnlwgt,117037,125194
9129.hours_per_week,50,30
7264.race,*w*h**i*te,white
7386.fnlwgt,32275,102476
8845.fnlwgt,493034,100669
9691.fnlwgt,227332,247455
872.fnlwgt,493034,121313
153.occupation,adm-clerical,exec-managerial
8351.fnlwgt,96851,209428
9836.race,b**la**c*k,black
1045.fnlwgt,493034,34446
5942.age,43,37
9471.sex,**m*al**e,male
2417.fnlwgt,96851,59469
9040.fnlwgt,193741,163332
6541.fnlwgt,199915,203924
5804.fnlwgt,253873,224421
9199.sex,*m*a**l*e,male
5767.fnlwgt,225652,97231
7381.race,***wh*it*e,white
5509.fnlwgt,193741,201901
6530.fnlwgt,310152,128487
613.fnlwgt,493034,249909
8644.fnlwgt,174662,116632
1742.fnlwgt,117037,98881
3152.fnlwgt,493034,177526
2565.fnlwgt,544091,129059
8750.fnlwgt,22966,134997
1015.fnlwgt,96851,173208
316.fnlwgt,493034,191954
2814.fnlwgt,108293,379066
1023.fnlwgt,217961,209370
3990.fnlwgt,96851,191324
9306.sex,m*a****le,male
1852.fnlwgt,150389,231777
1603.fnlwgt,310152,178818
9959.sex,*m*a*l**e,male
7571.race,w***h*it*e,white
7812.sex,***ma*l*e,male
4546.capital_loss,*****0,0
3853.fnlwgt,33487,306467
6774.fnlwgt,117037,249860
3577.fnlwgt,117037,115551
6516.race,**w*hit**e,white
8116.fnlwgt,169905,203570
622.fnlwgt,117037,462440
3220.fnlwgt,117037,283005
4590.fnlwgt,310152,127185
6040.fnlwgt,205527,103654
9176.fnlwgt,117037,119170
7892.fnlwgt,161092,39827
7736.sex,*m**a*l*e,male
3710.fnlwgt,145329,343079
7564.race,wh***i**te,white
4068.fnlwgt,386940,241765
9366.race,*wh***it*e,white
8634.fnlwgt,122272,106957
4010.fnlwgt,386940,236426
3097.fnlwgt,310152,175586
4501.fnlwgt,129305,296738
7520.fnlwgt,310152,216984
4771.fnlwgt,193741,130849
2494.fnlwgt,193741,415520
8806.nativecountry,*united*-stat**e*s,united-states
5610.race,w*h*i*t**e,white
9714.fnlwgt,382146,359828
9861.fnlwgt,187656,144685
9039.fnlwgt,32275,75759
149.fnlwgt,156008,181232
4271.fnlwgt,386940,129177
8502.fnlwgt,33487,263340
4121.fnlwgt,386940,306985
9278.fnlwgt,493034,29591
2587.fnlwgt,187656,152046
1429.fnlwgt,206399,213644
1767.fnlwgt,279472,228424
5650.sex,ma***l**e,male
2715.fnlwgt,493034,265567
5135.capital_loss,*****0,0
690.race,whi*****te,white
5729.race,*wh*i**t*e,white
8581.sex,fem*****ale,female
7458.fnlwgt,310152,195532
9177.sex,*f***emal*e,female
4786.fnlwgt,169905,228608
8765.fnlwgt,135105,29231
7130.sex,*m**a**le,male
5193.sex,m*****ale,male
4252.fnlwgt,386940,243476
3782.sex,**fe**m*ale,female
5333.fnlwgt,96851,174626
921.fnlwgt,96851,257509
8564.occupation,tech-support,other-service
4659.occupation,craft-repair,other-service
3588.fnlwgt,386940,143865
4270.fnlwgt,96851,275385
710.fnlwgt,96851,208103
2571.fnlwgt,169785,124993
9015.sex,***mal**e,male
7653.fnlwgt,437851,183315
2537.fnlwgt,493034,213427
9226.sex,ma*l****e,male
9366.sex,**ma**l*e,male
1384.fnlwgt,206399,119075
5288.race,w**h*it**e,white
9235.fnlwgt,493034,185452
9769.race,*wh***it*e,white
3781.fnlwgt,386940,237729
8998.fnlwgt,117037,30424
798.fnlwgt,169905,316688
7258.race,wh*i**t**e,white
992.race,w**hi**t*e,white
4825.race,**bla***ck,black
6088.fnlwgt,33487,112432
6207.sex,m***a*l*e,male
9811.fnlwgt,493034,509629
6649.sex,m**al***e,male
4494.fnlwgt,386940,73839
7152.fnlwgt,33487,156587
672.fnlwgt,243190,80077
4529.fnlwgt,386940,33035
4011.fnlwgt,310152,400966
6844.race,w***hit**e,white
3806.fnlwgt,33487,423863
9198.fnlwgt,331650,149700
6936.fnlwgt,24215,191118
7443.race,*w***hit*e,white
4074.fnlwgt,386940,131776
2381.fnlwgt,22966,148751
3833.sex,*****male,male
6346.fnlwgt,96851,369781
324.fnlwgt,117037,200381
2332.age,34,32
7050.fnlwgt,216563,182771
970.fnlwgt,243190,94954
6627.capital_loss,*****0,0
2953.fnlwgt,310152,35448
6248.fnlwgt,193741,401051
9240.fnlwgt,93604,123416
9250.fnlwgt,168294,69927
516.fnlwgt,243190,222216
3937.fnlwgt,386940,295791
3256.fnlwgt,331650,111563
5407.race,**b**l*ack,black
1099.fnlwgt,101128,260729
125.fnlwgt,544091,301606
8613.capital_loss,*****0,0
8456.race,**wh*i*t*e,white
8863.race,**wh**i*te,white
7091.sex,ma***l**e,male
3688.fnlwgt,493034,308205
8148.fnlwgt,267955,196388
9732.sex,f**em**a*le,female
305.fnlwgt,279472,303296
7959.race,*w*h*it**e,white
5735.sex,**mal***e,male
7640.fnlwgt,33487,91928
602.fnlwgt,206399,217039
3616.fnlwgt,386940,19847
7943.fnlwgt,165637,76437
4280.fnlwgt,386940,215943
6179.fnlwgt,24215,153072
8539.race,*w*h*i**te,white
2394.age,24,20
6671.race,*whi*t***e,white
4401.fnlwgt,386940,132749
556.fnlwgt,117037,136218
9359.fnlwgt,193741,97318
4227.fnlwgt,386940,153963
4370.fnlwgt,187656,211968
4022.fnlwgt,33487,35507
5260.fnlwgt,193741,130389
7422.fnlwgt,310152,292933
1678.fnlwgt,493034,38455
206.fnlwgt,117037,140164
3705.fnlwgt,386940,106169
6408.fnlwgt,169785,95329
4208.fnlwgt,386940,321166
8941.fnlwgt,253873,188711
4531.fnlwgt,386940,147440
3567.fnlwgt,493034,278130
2899.sex,*****male,male
136.education,some-college,masters
9748.fnlwgt,493034,194604
932.fnlwgt,33487,52114
2836.fnlwgt,117037,400225
4753.fnlwgt,24215,199947
1394.fnlwgt,168294,234151
7757.fnlwgt,156008,120672
6919.sex,**fe**ma*le,female
6641.fnlwgt,193741,128538
2472.fnlwgt,493034,311376
2631.fnlwgt,156008,296798
7332.fnlwgt,96851,114605
6661.sex,m**a***le,male
8778.race,*w**h*i*te,white
7772.sex,*ma*l***e,male
7728.sex,m*a***l*e,male
9715.age,46,30
348.fnlwgt,243190,151989
7435.sex,fe*m***al*e,female
5069.sex,**m*a**le,male
9581.age,36,35
6568.fnlwgt,117037,116385
9594.fnlwgt,161092,257500
136.hours_per_week,38,40
8099.fnlwgt,193741,215463
1829.fnlwgt,33487,286469
4607.fnlwgt,129305,200426
8912.sex,*ma**l**e,male
1763.capital_loss,*****0,0
243.fnlwgt,493034,273905
9087.race,*wh*it***e,white
7480.fnlwgt,96851,150886
4249.fnlwgt,117037,302146
9135.race,wh***i**te,white
9481.race,w*h****ite,white
2290.sex,*****male,male
8710.fnlwgt,96851,130724
7945.race,*wh*i***te,white
3804.nativecountry,un*it*ed**-state*s,united-states
8410.sex,***m*a*le,male
577.fnlwgt,163003,165532
192.fnlwgt,493034,159567
3764.fnlwgt,493034,23438
9917.sex,**m*a*l*e,male
8174.sex,fe**mal***e,female
2192.fnlwgt,310152,355686
8210.race,*whi*t***e,white
3911.fnlwgt,386940,185039
5839.fnlwgt,33487,391329
6615.race,w**h***ite,white
8876.nativecountry,**u**nit*ed-states,united-states
1132.fnlwgt,243190,181934
7484.fnlwgt,263024,120544
9410.fnlwgt,216563,57827
7053.age,42,24
839.fnlwgt,493034,321435
1098.fnlwgt,243190,80710
3858.fnlwgt,386940,179010
891.fnlwgt,243190,144397
8863.sex,**m**a*le,male
4739.fnlwgt,169905,129200
1076.fnlwgt,206399,36012
9504.sex,*m*a*l**e,male
4784.fnlwgt,33487,278870
4524.age,21,57
4446.race,w***h**ite,white
2577.race,*w**h*it*e,white
7066.race,**w*hi*t*e,white
5263.hours_per_week,45,40
4436.fnlwgt,386940,341539
5452.fnlwgt,117037,28729
9061.sex,ma*****le,male
9715.capital_loss,*****0,0
9036.sex,ma****l*e,male
6104.race,w*h**i**te,white
9633.sex,**m**a*le,male
3597.fnlwgt,168294,182355
4113.fnlwgt,386940,31352
136.marital_status,widowed,married-civ-spouse
8580.fnlwgt,96851,202373
4722.fnlwgt,24215,204486
9617.fnlwgt,24215,647882
3297.fnlwgt,493034,54560
4153.race,*wh**i*t*e,white
8395.sex,m****a*le,male
5877.sex,*****male,male
7499.race,wh****it*e,white
3821.fnlwgt,493034,37440
9938.race,w*****hite,white
4305.sex,*m**a*l*e,male
4916.fnlwgt,193741,188476
7680.sex,**ma***le,male
9172.race,w*h*i***te,white
3954.race,b***la*c*k,black
1949.fnlwgt,96851,303446
6245.fnlwgt,193741,84253
3454.fnlwgt,226956,139003
5321.fnlwgt,169631,230704
5396.fnlwgt,310152,304710
4735.fnlwgt,310152,239806
3930.race,*w*h**i*te,white
676.fnlwgt,311512,240817
2454.fnlwgt,493034,174391
3860.fnlwgt,386940,316101
8517.fnlwgt,193741,135315
5915.race,wh***i*t*e,white
992.sex,**m***ale,male
3147.fnlwgt,293936,199244
3976.fnlwgt,493034,215251
4632.fnlwgt,33487,299050
7584.sex,**mal***e,male
4025.race,whit*****e,white
2611.fnlwgt,346382,40829
7459.age,42,21
4943.race,w**hi**t*e,white
5954.sex,*fe**mal**e,female
4331.race,wh*i*t***e,white
6045.fnlwgt,310152,254547
6579.fnlwgt,117037,125796
5421.race,amer-*indi**an-eskim**o,amer-indian-eskimo
7774.fnlwgt,187656,218948
9101.fnlwgt,493034,262570
6648.fnlwgt,96851,169003
7110.occupation,craft-repair,sales
3566.fnlwgt,386940,157165
1316.fnlwgt,493034,96279
1172.fnlwgt,117037,157043
7048.fnlwgt,286836,107287
5269.fnlwgt,310152,186569
79.fnlwgt,117037,309634
4229.fnlwgt,386940,96330
6000.race,w**h*i**te,white
7162.fnlwgt,279472,259351
861.fnlwgt,117037,216284
5256.fnlwgt,129305,253860
4919.race,*w*h*it**e,white
8648.fnlwgt,169905,282612
4072.fnlwgt,386940,52037
4972.race,*wh**i**te,white
5853.fnlwgt,96851,224954
9456.fnlwgt,96851,274797
9156.fnlwgt,544091,369678
518.fnlwgt,163003,214635
6562.fnlwgt,227332,167761
8770.fnlwgt,310152,120572
6284.fnlwgt,193741,215190
4542.fnlwgt,386940,264936
886.fnlwgt,163003,149698
6731.sex,*m****ale,male
9762.race,**w***hite,white
4314.fnlwgt,33487,184710
9562.age,47,56
4624.fnlwgt,117037,181580
1195.fnlwgt,33487,187161
8749.race,**w**hi*te,white
6671.capital_gain,*****0,0
5816.sex,m**a*l**e,male
9740.education_num,9,13
2079.fnlwgt,206399,125010
1177.fnlwgt,310152,188544
1292.fnlwgt,217961,795830
8054.fnlwgt,410351,189282
4896.sex,*ma*l***e,male
7555.fnlwgt,96851,133861
812.fnlwgt,163003,219941
7791.sex,m***a**le,male
3814.fnlwgt,386940,201217
7006.sex,**m*al**e,male
7076.race,*b**lac**k,black
2900.fnlwgt,310152,24896
7977.race,*wh**i**te,white
1578.fnlwgt,493034,147253
6235.fnlwgt,34918,269583
2723.fnlwgt,206399,275889
1593.fnlwgt,188300,206671
4338.fnlwgt,24215,182771
4248.race,*w*h**i*te,white
512.fnlwgt,243190,251804
3936.fnlwgt,117037,200199
9229.race,**w*h*i*te,white
5984.fnlwgt,216563,367655
1235.fnlwgt,117037,106347
7612.fnlwgt,216563,32732
4808.sex,***ma**le,male
6709.sex,m***al**e,male
4963.age,36,31
6324.fnlwgt,96851,55718
9129.marital_status,married-civ-spouse,never-married
4641.race,wh****it*e,white
2883.sex,*ma**l**e,male
7416.fnlwgt,96851,162282
3943.fnlwgt,169631,37215
3772.fnlwgt,386940,195105
9481.sex,*m*al***e,male
9477.fnlwgt,96851,204085
1389.fnlwgt,206399,194095
6270.fnlwgt,279472,86745
8147.fnlwgt,430828,222925
5105.sex,*mal****e,male
9095.fnlwgt,493034,461678
9419.race,*w**hi*t*e,white
6626.fnlwgt,96851,473748
2939.fnlwgt,117037,239439
9504.race,*****white,white
8487.fnlwgt,169905,430084
9604.capital_loss,*****0,0
9564.fnlwgt,493034,126568
8379.race,w*h*i**t*e,white
6861.fnlwgt,193741,202516
5263.education,hs-grad,some-college
8745.capital_loss,*****0,0
6994.hours_per_week,40,30
4840.fnlwgt,279472,64167
8428.fnlwgt,544091,70982
318.fnlwgt,310152,399087
6333.capital_loss,*****0,0
9105.race,w*h*i***te,white
5173.fnlwgt,293936,134886
3367.capital_loss,*****0,0
6390.fnlwgt,193741,32244
1402.fnlwgt,96851,325007
408.fnlwgt,96851,317253
2008.fnlwgt,241951,296045
4394.fnlwgt,33487,63574
398.fnlwgt,243190,137300
7104.race,w*h**i**te,white
6103.fnlwgt,193741,38307
802.fnlwgt,122272,106085
4787.fnlwgt,279472,184400
9401.race,whi**t***e,white
8516.fnlwgt,193741,39529
7658.age,49,57
5361.race,w*hi****te,white
3287.fnlwgt,96851,457402
258.fnlwgt,217961,172579
3324.sex,**m**a*le,male
6719.fnlwgt,263024,152004
5359.age,37,33
540.fnlwgt,243190,190027
389.fnlwgt,33487,25429
9103.capital_loss,*****0,0
9761.age,34,30
9363.sex,m**a**l*e,male
1373.fnlwgt,217961,221550
9766.sex,*ma**l**e,male
523.fnlwgt,279472,248344
8258.fnlwgt,33487,351040
2704.fnlwgt,193741,132652
8758.fnlwgt,310152,335453
2073.fnlwgt,150389,54851
7075.sex,*ma*l***e,male
7139.sex,*ma****le,male
3888.fnlwgt,672412,26553
741.fnlwgt,33487,192453
9772.fnlwgt,493034,168997
1095.race,*wh*i***te,white
9226.age,46,28
8641.fnlwgt,33487,427862
3948.fnlwgt,386940,240027
5521.fnlwgt,169905,222254
153.capital_loss,*****0,0
9107.fnlwgt,187656,193863
7746.sex,m***a**le,male
2097.fnlwgt,167350,125680
5869.fnlwgt,117037,166961
4188.fnlwgt,386940,98733
5484.fnlwgt,310152,61850
2394.nativecountry,*u*ni**ted-st*ates,united-states
7298.sex,***m**ale,male
9253.sex,m****a*le,male
8917.fnlwgt,493034,146706
3763.fnlwgt,310152,369549
4152.fnlwgt,386940,106705
7607.age,53,43
9762.sex,m****al*e,male
735.fnlwgt,243190,51164
5736.fnlwgt,96851,258517
1928.sex,m***al**e,male
6427.fnlwgt,96851,149909
7194.fnlwgt,24215,221881
8876.capital_loss,*****0,0
8671.fnlwgt,310152,124940
3457.fnlwgt,310152,113175
7394.sex,m***al**e,male
8679.fnlwgt,145329,105938
4515.fnlwgt,386940,207887
6149.fnlwgt,33487,185695
2344.fnlwgt,117037,191460
5308.fnlwgt,104094,204668
3684.fnlwgt,386940,62605
768.fnlwgt,310152,151790
1209.fnlwgt,216563,42004
1282.sex,*fe*m*a**le,female
1181.fnlwgt,163003,146015
2624.fnlwgt,493034,210781
9667.sex,****f*emale,female
4841.sex,**ma**l*e,male
531.fnlwgt,117037,109339
8738.sex,**m*a*l*e,male
4044.fnlwgt,386940,109973
6419.fnlwgt,156008,115824
2514.fnlwgt,24215,174525
6818.age,19,56
3887.race,****wh*ite,white
460.fnlwgt,163003,115745
9425.age,20,50
4532.fnlwgt,216563,153131
4505.fnlwgt,386940,118600
9805.fnlwgt,193741,177578
9405.sex,***ma**le,male
7764.fnlwgt,135105,64322
1511.fnlwgt,169905,224943
1817.sex,m*****ale,male
1469.fnlwgt,493034,42706
1363.fnlwgt,310152,103440
3153.fnlwgt,96851,150121
3693.race,*w*h*i**te,white
4423.fnlwgt,656036,128900
2614.fnlwgt,206399,57067
8353.fnlwgt,117037,114420
3893.race,w*h**i*t*e,white
1406.fnlwgt,493034,241523
3367.age,19,39
9665.hours_per_week,38,40
9520.fnlwgt,156008,454508
3958.fnlwgt,386940,103794
6229.fnlwgt,279472,336088
3601.fnlwgt,386940,209022
3603.fnlwgt,544091,52138
9087.hours_per_week,60,40
5951.fnlwgt,117037,186221
1484.fnlwgt,96851,256263
519.fnlwgt,243190,204226
9175.fnlwgt,193741,163787
4205.sex,ma****l*e,male
3574.fnlwgt,206399,365871
3495.fnlwgt,32275,40915
3302.fnlwgt,117037,200576
4318.race,bl**ac***k,black
7959.sex,*f**em*a*le,female
7882.fnlwgt,310152,291386
431.fnlwgt,163003,107762
8581.race,***wh*it*e,white
6476.fnlwgt,210496,175360
4159.fnlwgt,386940,190487
2338.fnlwgt,96851,230574
1516.sex,*****male,male
3528.fnlwgt,493034,102493
4305.race,w***hi*t*e,white
7110.race,*w*h**it*e,white
4316.fnlwgt,24215,275943
1035.fnlwgt,163003,431192
4579.fnlwgt,386940,229846
5561.sex,*m****ale,male
7081.fnlwgt,193741,74054
1071.fnlwgt,310152,34029
1048.sex,*ma**l**e,male
267.fnlwgt,206399,218956
8713.sex,**m***ale,male
465.fnlwgt,493034,170070
8089.fnlwgt,187656,148657
8012.fnlwgt,33487,318822
3614.fnlwgt,279472,117109
3810.fnlwgt,32275,197871
9979.sex,m*a****le,male
4580.fnlwgt,386940,108945
2604.fnlwgt,493034,161708
4659.capital_loss,*****0,0
7433.education,bachelors,some-college
2675.fnlwgt,96851,287681
866.fnlwgt,493034,309055
4902.race,whi**t***e,white
830.fnlwgt,493034,165474
4087.fnlwgt,156008,174964
6658.race,w*hi***t*e,white
28.fnlwgt,169785,180211
4425.fnlwgt,386940,336763
9152.fnlwgt,446839,91939
4912.fnlwgt,430828,107578
1692.fnlwgt,117037,103851
7818.sex,*fe*mal***e,female
6931.capital_loss,*****0,0
8357.sex,f**em*a**le,female
2445.fnlwgt,206399,171306
7285.race,****w*hite,white
5508.fnlwgt,32275,139730
7609.fnlwgt,310152,226327
2131.fnlwgt,117037,130620
1733.fnlwgt,167350,314177
7820.race,w*h*i***te,white
9379.sex,*m**al**e,male
5721.fnlwgt,187656,55950
7145.fnlwgt,117037,247151
6456.sex,*m****ale,male
244.fnlwgt,163003,119156
9147.sex,*m**al**e,male
9322.sex,****ma*le,male
2188.fnlwgt,493034,353010
9150.fnlwgt,197200,20728
143.fnlwgt,206399,316868
3025.sex,*fe*m*a**le,female
9785.fnlwgt,169905,299765
4639.fnlwgt,386940,41506
3046.age,31,61
3843.fnlwgt,386940,189985
9620.race,**w*hi**te,white
2545.fnlwgt,33487,192773
652.fnlwgt,241951,556660
5868.fnlwgt,32275,176729
6769.race,**whi*t**e,white
1141.fnlwgt,33487,194608
948.race,wh*i**t**e,white
4807.race,w***h**ite,white
685.fnlwgt,117037,59342
1236.fnlwgt,217961,174754
7780.fnlwgt,117037,287160
2608.sex,***ma**le,male
6994.education,masters,some-college
9825.age,49,63
5889.capital_loss,*****0,0
7328.sex,***m*a*le,male
1844.fnlwgt,493034,165054
8876.age,20,36
9541.fnlwgt,544091,244115
6543.fnlwgt,117037,454614
450.fnlwgt,243190,258872
7745.fnlwgt,310152,64292
3593.fnlwgt,187656,362685
4079.fnlwgt,33487,387215
9841.fnlwgt,493034,259865
2357.fnlwgt,216563,196943
4866.sex,***ma*l*e,male
1039.fnlwgt,217961,289984
5245.fnlwgt,96851,142182
9248.race,*w***h*ite,white
8839.fnlwgt,193741,200876
4478.fnlwgt,96851,48121
8135.fnlwgt,193741,175648
9665.education,bachelors,12th
9823.fnlwgt,32275,57635
4131.sex,m*****ale,male
1944.occupation,?,adm-clerical
4499.fnlwgt,386940,150125
8522.age,32,61
4533.fnlwgt,386940,64671
9798.sex,ma***l**e,male
7904.fnlwgt,310152,122272
8884.sex,**m**al*e,male
2119.fnlwgt,190997,188172
794.fnlwgt,430828,211046
2712.fnlwgt,206399,280071
3262.race,*wh*i**t*e,white
210.fnlwgt,117037,65368
6790.fnlwgt,310152,113062
4445.fnlwgt,193741,232024
789.fnlwgt,163003,192130
8436.fnlwgt,33487,183258
8130.fnlwgt,117037,111332
4896.race,*whit****e,white
7807.race,**w**h*ite,white
7424.sex,**m*a*l*e,male
2474.race,**wh**i*te,white
1483.race,***whi**te,white
2324.age,46,23
2054.fnlwgt,493034,233777
8855.sex,m****a*le,male
9508.fnlwgt,493034,113466
6258.fnlwgt,96851,436493
